"","res","nlayers","crs","path","date","part","id","id_part"
"28",0.5,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010623053070_01/010623053070_01_P001_PAN/11JUN03160459-P2AS_R2C1-010623053070_01_P001.TIF",2011-06-03 16:04:59,"P001","010623053070_01","010623053070_01_P001"
"29",0.600000000000001,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010623053080_01/010623053080_01_P001_PAN/09SEP05155038-P2AS-010623053080_01_P001.TIF",2009-09-05 15:50:38,"P001","010623053080_01","010623053080_01_P001"
"30",0.299999999999995,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010629903010_01/010629903010_01_P001_PAN/18AUG24160135-P2AS-010629903010_01_P001.TIF",2018-08-24 16:01:35,"P001","010629903010_01","010629903010_01_P001"
"31",0.299999999999997,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010629903010_01/010629903010_01_P002_PAN/18AUG24160106-P2AS_R1C1-010629903010_01_P002.TIF",2018-08-24 16:01:06,"P002","010629903010_01","010629903010_01_P002"
"32",0.299999999999997,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010629903010_01/010629903010_01_P002_PAN/18AUG24160106-P2AS_R1C2-010629903010_01_P002.TIF",2018-08-24 16:01:06,"P002","010629903010_01","010629903010_01_P002"
"33",0.300000000000008,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010629903010_01/010629903010_01_P002_PAN/18AUG24160106-P2AS_R1C3-010629903010_01_P002.TIF",2018-08-24 16:01:06,"P002","010629903010_01","010629903010_01_P002"
"34",0.299999999999997,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010629903010_01/010629903010_01_P002_PAN/18AUG24160106-P2AS_R2C1-010629903010_01_P002.TIF",2018-08-24 16:01:06,"P002","010629903010_01","010629903010_01_P002"
"35",0.3,1,"+proj=utm +zone=18 +datum=WGS84 +units=m +no_defs +ellps=WGS84
+towgs84=0,0,0","digitalglobe_archives/010629903010_01/010629903010_01_P002_PAN/18AUG24160106-P2AS_R2C2-010629903010_01_P002.TIF",2018-08-24 16:01:06,"P002","010629903010_01","010629903010_01_P002"
"36",4.49999999999997e-06,1,"+proj=longlat +datum=WGS84 +no_defs +ellps=WGS84 +towgs84=0,0,0","LSF2019_worldview/010577871010_01/010577871010_01_P001_PAN/19AUG02161216-P2AS-010577871010_01_P001.TIF",2019-08-02 16:12:16,"P001","010577871010_01","010577871010_01_P001"
"37",4.50000000000032e-06,1,"+proj=longlat +datum=WGS84 +no_defs +ellps=WGS84 +towgs84=0,0,0","LSF2019_worldview/010577871010_01/010577871010_01_P002_PAN/19AUG02161228-P2AS-010577871010_01_P002.TIF",2019-08-02 16:12:28,"P002","010577871010_01","010577871010_01_P002"
